name,domain,website,linkedin_url,industry,vertical,tier,status,headquarters,address,city,state,zip,phone,estimated_employees,estimated_revenue,total_beds,acute_beds,description,keywords,founded_year,twitter_url,facebook_url,logo_url,rural_urban,pay_type,source,source_id,apollo_id,recallwire_package,recallwire_price,recallwire_price_monthly,entity_type,parent_system,parent_system_id,tier,segment,individual_price,system_price,effective_price,priority_score,region,in_vantage,system_in_vantage
Fillmore County Hospital,,,http://www.linkedin.com/company/fillmore-county-hospital,Healthcare,healthcare,Standard,new,"Geneva, NE","P O Box 193, 1900 F Street",Geneva,NE,68361,+1 (402) 759-3167,120,30000000,20,20.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281301,5592060573696418c9e82300,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Pawnee County Memorial Hospital,,,http://www.linkedin.com/company/pawnee-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Pawnee City, NE","P O Box 433, 600 I St.",Pawnee City,NE,68420,+1 (402) 852-2231,102,25500000,17,17.0,,,1952,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6969db08e42d200001596bf8/picture,Rural,CAH,us_hospital_list_2024,281302,64f54993177bc10001d52a96,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Niobrara Valley Hospital,nvhcares.org,http://www.nvhcares.org,http://www.linkedin.com/company/niobrara-valley-hospital,Healthcare,healthcare,Standard,new,"Lynch, NE","P O Box 118, 401 South 5th Street",Lynch,NE,68746,+1 (402) 569-2451,90,22500000,15,15.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281303,672afc8b672b2200019ad911,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Thayer County Health Services,thayercountyhealth.com,http://www.thayercountyhealth.com,http://www.linkedin.com/company/thayer-county-memorial-hosp,Healthcare,healthcare,Standard,new,"Hebron, NE",120 Park Ave,Hebron,NE,68370,+1 (402) 768-6041,114,28500000,19,19.0,,,1948,https://twitter.com/tchsne,https://www.facebook.com/thayercountyhealth/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696cebe9e12fe10001189997/picture,Rural,CAH,us_hospital_list_2024,281304,54a1d30f74686945faba0014,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Kimball Health Services,kimballhealth.org,http://www.kimballhealth.org,http://www.linkedin.com/company/kimball-health-services,Healthcare,healthcare,Standard,new,"Kimball, NE",255 W 4th St.,Kimball,NE,69145,+1 (308) 235-1951,90,22500000,15,15.0,,,1950,,https://facebook.com/pages/Kimball-Health-Services/223937674352488,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695ec8b2c6f4e20001a34b60/picture,Rural,CAH,us_hospital_list_2024,281305,5e55ca1371bea90001594b2e,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Kearney County Health Services,kchs.org,http://www.kchs.org,http://www.linkedin.com/company/kearney-county-health-services,Healthcare,healthcare,Standard,new,"Minden, NE",727 East 1st St.,Minden,NE,68959,+1 (308) 832-3400,150,37500000,25,10.0,,,1954,,https://facebook.com/kearneycountyhealthservices,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690cf25d7a4b9b0001526938/picture,Rural,CAH,us_hospital_list_2024,281306,55ef0842f3e5bb23bf001f11,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Saunders Medical Center,saundersmedicalcenter.com,http://www.saundersmedicalcenter.com,http://www.linkedin.com/company/saunders-medical-center,Healthcare,healthcare,Standard,new,"Wahoo, NE",1760 County Rd J,Wahoo,NE,68066,+1 (402) 443-4191,96,24000000,16,16.0,,,1929,https://twitter.com/saundersmedical,https://facebook.com/pages/Saunders-Medical-Center/210316852435912,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695f93707132c70001afecdd/picture,Rural,CAH,us_hospital_list_2024,281307,54a2164f7468692e718cd80b,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Henderson Community Hospital,,,http://www.linkedin.com/company/henderson-county-community-hospital,Healthcare,healthcare,Standard,new,"Henderson, NE",1621 Front Street,Henderson,NE,68371,+1 (402) 723-4445,78,19500000,13,13.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281308,66f8639462b70900010a6d10,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Syracuse Area Health,syracuseareahealth.com,http://www.syracuseareahealth.com,http://www.linkedin.com/company/syracuse-area-health,Healthcare,healthcare,Standard,new,"Syracuse, NE",2731 Healthcare DR,Syracuse,NE,68446,+1 (402) 269-2011,60,15000000,10,10.0,,,1952,https://twitter.com/sahlegion,https://facebook.com/syracuseareahealthstrasburgerorthopaedics,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6968e79aab6143000100aa78/picture,Rural,CAH,us_hospital_list_2024,281309,5e57e4721e1aa100018ecab1,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Garden County Health Services,gardencountyhealth.org,http://www.gardencountyhealth.org,,Healthcare,healthcare,Standard,new,"Oshkosh, NE",1100 West 2nd St.,Oshkosh,NE,69154,+1 (308) 772-3283,60,15000000,10,10.0,,,1935,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/65bcc3e0fe47a400014ba354/picture,Rural,CAH,us_hospital_list_2024,281310,55699fc9736964257d706c00,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Franklin County Memorial Hospital,fcmh.net,http://www.fcmh.net,http://www.linkedin.com/company/franklin-county-memorial-hospital,Healthcare,healthcare,Standard,new,"Franklin, NE",1406 Q St.,Franklin,NE,68939,+1 (601) 384-2273,84,21000000,14,14.0,,,,https://twitter.com/county_memorial,https://facebook.com/fcmh.net,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695373854432ec00019673cb/picture,Rural,CAH,us_hospital_list_2024,281311,56df0090f3e5bb70860052f8,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Genoa Community Hospital,,,,Healthcare,healthcare,Standard,new,"Genoa, NE","P O Box 310, 706 Ewing Ave",Genoa,NE,68640,+1 (402) 993-2283,120,30000000,20,19.0,,,,,,,Rural,CAH,us_hospital_list_2024,281312,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Gothenburg Health,gothenburghealth.org,http://www.gothenburghealth.org,http://www.linkedin.com/company/gothenburg-health,Healthcare,healthcare,Standard,new,"Gothenburg, NE",Po Box 469 910 20th St.,Gothenburg,NE,69138,+1 (877) 700-7208,90,22500000,15,15.0,,,1969,https://twitter.com/GburgHealth,https://www.facebook.com/Gothenburg-Memorial-Hospital-413695045424856/timeline,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/691067fcf5ce710001c6f3c7/picture,Rural,CAH,us_hospital_list_2024,281313,5c278bf6f65125203c49edd4,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Annie Jeffrey Memorial County Health Center,,,http://www.linkedin.com/company/annie-jeffrey-memorial-county-health-center,Healthcare,healthcare,Standard,new,"Osceola, NE","P O Box 428, 531 Beebe St.",Osceola,NE,68651,+1 (402) 747-2031,96,24000000,16,16.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,Rural,CAH,us_hospital_list_2024,281314,5b1401fca6da98dcae5c304b,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Brodstone Healthcare,brodstonehealthcare.org,http://www.brodstonehealthcare.org,http://www.linkedin.com/company/brodstone-healthcare,Healthcare,healthcare,Standard,new,"Superior, NE","P O Box 187, 520 East 10th St.",Superior,NE,68978,+1 (402) 879-3281,150,37500000,25,25.0,,,1928,,https://www.facebook.com/brodstonehealthcare,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695eff78b6d15c000167c5af/picture,Rural,CAH,us_hospital_list_2024,281315,54a120f569702d86b66f6602,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Webster County Community Hospital,,,,Healthcare,healthcare,Standard,new,"Red Cloud, NE","P O Box 465, 621 N Franklin St.",Red Cloud,NE,68970,+1 (402) 746-5600,78,19500000,13,13.0,,,,,,,Rural,CAH,us_hospital_list_2024,281316,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Morrill County Community Hospital,,,http://www.linkedin.com/company/morrill-county-community-hospital---nursing-dept,Healthcare,healthcare,Standard,new,"Bridgeport, NE",1313 S Street,Bridgeport,NE,69336,+1 (308) 262-1616,120,30000000,20,20.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281318,66f7a61c6b911a0001d39b43,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Jefferson Community Health & Life,jchealthandlife.org,http://www.jchealthandlife.org,http://www.linkedin.com/company/jefferson-community-health-center,Healthcare,healthcare,Standard,new,"Fairbury, NE","P O Box 277, 2200 H St.",Fairbury,NE,68352,+1 (402) 729-3351,102,25500000,17,17.0,,,1963,https://twitter.com/jchealthandlife,https://www.facebook.com/jchealthandlife/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696f2df07106d600018ec2c4/picture,Rural,CAH,us_hospital_list_2024,281319,54a120ef69702d86b6c86202,Standard,5000,416.67,system_member,Unity Health,unity_health_ar,Standard,community,5000,3800.0,3800.0,32,Midwest,false,true
Memorial Hospital,nmh.org,http://www.nmh.org,http://www.linkedin.com/company/northwestern-memorial-hospital,Healthcare,healthcare,Standard,new,"Aurora, NE",1423 Seventh St.,Aurora,NE,68818,+1 (312) 926-2000,72,18000000,12,14.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6969f1f4a585a500016a6133/picture,Rural,CAH,us_hospital_list_2024,281320,5d77be7d47d02800988e88aa,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,true,false
Franciscan Healthcare,franhealth.org,http://www.franhealth.org,http://www.linkedin.com/company/franciscanhealthcare,Healthcare,healthcare,Standard,new,"West Point, NE",430 North Monitor St.,West Point,NE,68788,+1 (402) 372-2404,150,37500000,25,25.0,,,1923,,https://facebook.com/fcswp,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695ed005bb3f7500016b7be8/picture,Rural,CAH,us_hospital_list_2024,281322,5ed0d2c768be4100014c2907,Standard,5000,416.67,system_member,Franciscan Health,franciscan_health,Standard,community,5000,3800.0,3800.0,32,Midwest,false,false
Chi Health Schuyler,,,http://www.linkedin.com/company/chi-health-schuyler,Healthcare,healthcare,Standard,new,"Schuyler, NE",104 West 17th St.,Schuyler,NE,68661,+1 (402) 352-2441,150,37500000,25,25.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281323,66e7b34fffbe0000010e15a2,Standard,5000,416.67,system_member,CommonSpirit Health,commonspirit,Standard,community,5000,3400.0,3400.0,32,Midwest,false,true
Nemaha County Hospital,nemahacountyhospital.com,http://www.nemahacountyhospital.com,http://www.linkedin.com/company/nemaha-county-hospital,Healthcare,healthcare,Standard,new,"Auburn, NE",2022 13th Street,Auburn,NE,68305,+1 (402) 274-4366,120,30000000,20,16.0,,,1963,,https://facebook.com/NemahaCountyHospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695bc0e08447b2000110fffb/picture,Rural,CAH,us_hospital_list_2024,281324,55f8f6a6f3e5bb022a000ab1,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Brown County Hospital,browncountygeneralhospital.org,http://www.browncountygeneralhospital.org,http://www.linkedin.com/company/brown-county-general-hospital,Healthcare,healthcare,Standard,new,"Ainsworth, NE",945 East Zero St.,Ainsworth,NE,69210,+1 (402) 387-2800,138,34500000,23,23.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281325,556df7b573696411301d1700,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Antelope Memorial Hospital,amhne.org,http://www.amhne.org,http://www.linkedin.com/company/antelope-memorial-hospital,Healthcare,healthcare,Standard,new,"Neligh, NE","P O Box 229, 102 West 9th St.",Neligh,NE,68756,+1 (402) 887-4151,96,24000000,16,17.0,,,1952,,https://facebook.com/antelopememorialhospital,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6969db0ff6f04600010002ea/picture,Rural,CAH,us_hospital_list_2024,281326,54a19ec07468695860eb8102,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Cozad Community Hospital,,,http://www.linkedin.com/company/cozad-community-hospital,Healthcare,healthcare,Standard,new,"Cozad, NE","P O Box 108, 300 East 12th St.",Cozad,NE,69130,+1 (308) 784-3535,126,31500000,21,20.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281327,54a1a908746869586080ae05,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Merrick Medical Center,,,http://www.linkedin.com/company/merrickmedicalcenter,Healthcare,healthcare,Standard,new,"Central City, NE","Po Box 417, 2802 28th St.",Central City,NE,68826,+1 (308) 946-3015,36,9000000,6,6.0,,,1959,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66fa355c31d36c0001e5eab6/picture,Rural,CAH,us_hospital_list_2024,281328,5eed88d81c2aad00f67ab27a,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Avera St. Anthony's Hospital,avera-sta.org,http://www.avera-sta.org,http://www.linkedin.com/company/avera-st.-anthony's-hospital,Healthcare,healthcare,Standard,new,"O' Neill, NE",300 North 2nd St.,O' Neill,NE,68763,+1 (800) 691-4336,150,37500000,25,25.0,,,1952,https://twitter.com/averamckennan,https://facebook.com/averamckennan,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281329,660a4be323fdd300078aaeaa,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Friend Community Healthcare System,,,http://www.linkedin.com/company/friend-community-healthcare-system,Healthcare,healthcare,Standard,new,"Friend, NE",905 Second Street,Friend,NE,68359,+1 (402) 947-2541,114,28500000,19,15.0,,,1930,,https://facebook.com/WMHospital/?ref=hl,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e626cfd16aa70001cc7fb6/picture,Rural,CAH,us_hospital_list_2024,281330,57c4f3d1a6da986a274fca3d,Standard,5000,416.67,system_member,Unity Health,unity_health_ar,Standard,community,5000,3800.0,3800.0,32,Midwest,false,true
Avera Creighton Hospital,,,http://www.linkedin.com/company/avera-creighton-hospital,Healthcare,healthcare,Standard,new,"Creighton, NE","P O Box 186, 1503 Main St.",Creighton,NE,68729,+1 (402) 358-5700,102,25500000,17,23.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,Rural,CAH,us_hospital_list_2024,281331,673017fee4b4210001a3c5d8,Standard,5000,416.67,system_member,Avera Health,avera_health,Standard,community,5000,3600.0,3600.0,32,Midwest,false,false
Butler County Health,bchccnet.org,http://www.bchccnet.org,http://www.linkedin.com/company/butler-county-health,Healthcare,healthcare,Standard,new,"David City, NE",372 South 9th Street,David City,NE,68632,+1 (402) 367-1200,120,30000000,20,20.0,,,1973,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695e39db49840e000159c075/picture,Rural,CAH,us_hospital_list_2024,281332,6734fd85849df001b04d58d8,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Rock County Hospital,,,,Healthcare,healthcare,Standard,new,"Bassett, NE",102 East South Street,Bassett,NE,68714,+1 (402) 684-3366,144,36000000,24,24.0,,,,,,,Rural,CAH,us_hospital_list_2024,281333,,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Boone County Health Center,boonecohealth.org,http://www.boonecohealth.org,http://www.linkedin.com/company/boone-county-health-center,Healthcare,healthcare,Standard,new,"Albion, NE","P O Box 151, 723 West Fairview St.",Albion,NE,68620,+1 (402) 395-2191,132,33000000,22,25.0,,,1950,https://twitter.com/boonecohealthne,https://www.facebook.com/BooneCoHealth/,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696e5b4f47dfe7000113aae5/picture,Rural,CAH,us_hospital_list_2024,281334,55921bce7369643bdddc1600,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Callaway District Hospital,callawayhospital.org,http://www.callawayhospital.org,http://www.linkedin.com/company/callaway-district-hospital,Healthcare,healthcare,Standard,new,"Callaway, NE","P O Box 100, 211 E Kimball",Callaway,NE,68825,+1 (308) 836-2228,72,18000000,12,12.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695c0efe387755000191a877/picture,Rural,CAH,us_hospital_list_2024,281335,55f063d2f3e5bb444e001278,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
York General Hospital,nygh.on.ca,http://www.nygh.on.ca,http://www.linkedin.com/company/north-york-general-hospital,Healthcare,healthcare,Standard,new,"York, NE",2222 N Lincoln Ave,York,NE,68467,+1 (416) 756-6000,150,37500000,25,25.0,,,1968,https://twitter.com/NYGH_News,https://facebook.com/pages/North-York-General-Hospital/276483752369160,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/696970e0762e980001205105/picture,Rural,CAH,us_hospital_list_2024,281336,54a12b0269702d9ebca43f02,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
Howard County Medical Center,,,http://www.linkedin.com/company/jh-howard-county-medical-center,Healthcare,healthcare,Standard,new,"St. Paul, NE","P O Box 406, 1113 Sherman St.",St. Paul,NE,68873,+1 (308) 754-4421,150,37500000,25,10.0,,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66dec84d923b000001fee8b3/picture,Rural,CAH,us_hospital_list_2024,281338,64c7861590dfde00e859a86e,Standard,5000,416.67,independent,,,Standard,community,5000,,5000,30,Midwest,false,false
